,state,account_length,international_plan,voice_mail_plan,total_day_calls,total_day_charge,total_eve_calls,total_eve_charge,total_night_calls,total_night_charge,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
2598,MD,154,no,no,122,26.27,71,18.21,105,8.01,2,3.24,3,yes
2599,NV,110,no,yes,114,32.69,114,10.99,102,6.13,12,1.7,1,no
2600,TX,75,no,no,106,51.87,115,15.98,116,10.59,5,2.3,0,yes
2601,WV,113,no,no,88,12.33,112,17.34,118,5.31,3,1.78,1,no
2602,CO,181,no,yes,61,17.88,79,29.01,97,7.46,3,1.7,2,no
2603,TX,51,no,no,88,30.69,102,11.45,97,7.68,3,2.7,2,no
2604,FL,102,no,yes,86,36.5,109,26.72,110,12.61,2,3.86,0,no
2605,AL,107,no,no,95,14.76,85,9.19,87,9.19,3,3.56,1,no
2606,WV,88,no,no,99,22.36,128,14.86,83,8.29,2,2.13,5,yes
2607,MI,82,no,no,102,23.02,122,20.15,91,5.32,4,4.73,0,no
2608,NY,204,no,no,85,29.63,95,21.6,96,7.94,3,1.59,6,no
2609,MS,130,no,no,63,34.66,93,16.3,125,5.96,4,3.27,3,no
2610,MO,174,no,no,108,40.04,143,12.1,131,14.25,5,3.38,0,no
2611,AR,129,no,no,113,26.69,97,21.84,126,8.35,2,3.27,2,no
2612,MS,190,yes,no,55,19.02,124,18.96,81,10.94,7,2.7,3,no
2613,NY,54,yes,no,91,40.17,130,12.99,98,7.21,8,3.02,3,no
2614,SD,78,no,no,88,27.81,93,24.09,108,11.79,9,2.32,0,no
2615,AK,100,no,yes,127,36.31,82,14.95,100,9.32,3,2.4,1,no
2616,WV,70,no,yes,72,24.38,92,14.45,68,5.76,4,2.54,3,no
2617,VA,117,no,no,98,16.51,131,19.38,111,10.8,3,2.86,1,no
2618,MS,68,no,no,93,16.0,80,12.55,85,9.61,2,2.73,0,no
2619,SD,27,no,no,95,38.47,109,23.32,119,10.92,3,2.21,2,yes
2620,AL,181,no,yes,93,32.35,127,21.17,82,9.71,4,2.86,1,no
2621,ME,112,no,no,114,31.52,119,16.27,78,6.48,11,2.7,2,no
2622,GA,93,no,no,121,30.52,131,16.31,125,7.45,4,3.24,0,no
2623,AZ,102,no,no,94,26.86,100,17.67,120,8.57,10,2.73,0,no
2624,MA,93,no,no,131,29.41,108,16.18,66,13.05,2,2.81,0,no
2625,AZ,107,no,yes,101,22.81,145,18.01,138,7.54,5,2.21,1,no
2626,IN,100,no,yes,123,21.28,101,19.63,106,8.64,9,3.4,3,no
2627,DE,115,no,no,111,33.3,108,19.3,113,14.09,1,3.56,2,no
2628,WI,63,no,yes,61,36.41,88,15.4,68,7.83,2,2.78,0,no
2629,ME,57,no,no,101,37.59,65,20.12,137,11.35,1,2.57,0,no
2630,DC,119,no,yes,100,22.44,121,14.73,108,9.16,5,3.13,1,no
2631,GA,73,no,no,92,26.79,87,16.86,106,16.42,4,2.46,1,no
2632,HI,98,no,yes,71,18.75,108,15.5,88,8.27,8,2.97,2,no
2633,VA,139,yes,no,121,27.46,137,16.4,96,7.57,13,3.02,0,no
2634,NY,31,no,yes,116,29.21,125,20.46,80,11.05,7,2.86,1,no
2635,PA,129,no,yes,99,35.87,89,13.18,96,10.57,5,3.08,1,no
2636,AR,115,no,no,89,23.68,95,16.35,75,6.8,3,2.51,7,yes
2637,HI,108,no,no,99,49.57,93,18.79,110,10.31,9,3.78,2,yes
2638,DE,139,no,no,110,23.63,93,11.3,120,12.24,1,3.27,0,no
2639,WV,102,no,no,125,39.92,99,16.93,88,7.34,1,2.7,4,no
2640,OK,149,no,no,83,31.89,81,17.12,79,11.89,1,2.38,1,no
2641,OR,113,no,no,143,27.17,93,17.86,86,7.88,7,3.54,2,no
2642,ND,131,no,yes,100,30.11,85,16.49,124,11.4,5,1.4,1,no
2643,MO,83,no,no,101,20.04,92,13.63,150,10.59,10,3.08,0,no
2644,AR,96,no,yes,95,42.09,150,21.79,72,7.14,6,2.92,2,no
2645,GA,98,no,no,77,28.88,155,11.76,105,6.42,7,2.3,1,no
2646,TN,3,no,no,120,31.45,129,17.31,89,7.67,3,3.81,3,no
2647,MA,77,no,yes,84,34.83,102,17.09,97,9.89,5,3.05,0,no
2648,ND,75,no,yes,119,38.34,108,15.47,106,12.19,2,2.54,3,no
2649,IA,40,no,no,115,28.85,123,12.02,115,11.39,3,2.84,4,yes
2650,NJ,108,no,no,102,40.68,127,18.99,104,11.31,6,2.86,0,no
2651,MT,100,no,no,96,19.26,89,16.82,93,12.8,2,3.16,4,yes
2652,AL,16,no,no,100,27.52,138,19.56,78,6.7,11,2.75,3,no
2653,NY,115,no,yes,110,22.66,111,15.78,113,7.27,4,1.51,2,no
2654,PA,108,no,yes,88,29.02,113,9.34,99,7.46,1,2.35,3,no
2655,NC,161,no,no,100,54.79,135,19.58,104,10.87,5,2.11,2,yes
2656,CT,147,no,no,74,21.15,78,27.28,126,7.07,4,2.81,2,no
2657,MO,107,no,no,94,24.97,111,9.72,97,5.15,5,3.08,3,no
2658,WV,120,no,no,123,32.74,105,17.54,93,12.74,3,2.92,1,no
2659,NJ,107,no,yes,83,16.37,91,15.27,121,7.48,2,2.78,1,no
2660,AK,58,no,no,96,22.42,107,14.25,106,9.27,5,3.97,3,no
2661,LA,91,no,no,121,25.02,87,14.89,80,6.13,3,3.59,2,no
2662,AL,13,no,no,139,24.33,88,20.37,123,9.98,5,1.92,2,no
2663,IN,104,no,no,127,47.67,79,15.25,77,6.78,6,4.1,5,no
2664,MA,93,no,yes,85,40.32,100,18.11,87,8.67,4,2.89,1,no
2665,DE,95,no,no,95,31.31,101,15.44,113,6.45,4,3.46,2,no
2666,SC,104,no,no,141,18.55,140,15.9,100,9.75,4,2.7,3,no
2667,NH,35,no,no,115,23.48,82,13.45,118,9.71,2,2.78,5,yes
2668,MS,143,no,no,112,26.42,92,24.73,91,10.28,5,3.75,1,no
2669,NM,62,no,no,91,41.7,130,10.45,102,10.28,4,2.3,4,no
2670,WA,60,yes,no,97,35.0,117,23.58,139,9.09,2,2.97,0,yes
2671,ME,56,no,no,112,37.72,122,23.65,85,12.96,5,1.92,0,yes
2672,NM,183,no,no,100,32.3,78,20.96,107,13.69,4,2.57,1,no
2673,AZ,94,no,no,111,37.54,67,13.28,89,8.46,4,2.84,2,no
2674,CT,73,no,yes,117,29.53,114,17.34,94,7.86,3,1.7,2,no
2675,IL,123,no,no,94,19.52,104,12.75,119,12.09,4,2.59,2,no
2676,IN,64,no,no,97,19.35,97,16.35,89,9.67,1,2.81,3,no
2677,AR,127,yes,no,60,24.34,159,15.26,122,7.73,4,1.67,4,yes
2678,RI,33,no,no,111,31.35,110,17.32,100,10.68,5,2.51,3,no
2679,NH,123,no,no,99,38.08,80,17.91,75,10.44,5,0.57,0,no
2680,NV,148,no,no,95,36.75,105,15.78,143,13.5,5,2.7,2,no
2681,UT,81,no,no,121,22.08,105,19.56,123,6.32,3,3.59,0,no
2682,MI,52,no,no,97,34.75,128,23.22,118,8.08,5,2.97,1,no
2683,WI,91,no,yes,101,36.82,98,14.71,95,10.89,3,2.46,1,no
2684,NH,152,no,no,93,38.78,106,11.59,107,8.88,2,2.43,1,no
2685,TX,201,no,no,110,38.4,86,25.42,81,11.31,4,3.02,1,yes
2686,ID,78,no,no,115,17.6,102,10.02,94,9.05,3,3.24,4,yes
2687,CT,67,no,no,70,19.64,143,21.44,91,9.4,6,2.03,0,no
2688,NH,100,no,no,125,37.2,102,12.61,97,12.5,6,2.62,1,no
2689,WY,41,no,no,67,38.05,74,20.81,156,10.07,5,3.32,3,no
2690,OR,133,no,no,71,24.45,131,15.64,132,12.4,4,3.48,3,no
2691,SC,36,no,yes,123,5.08,117,10.97,105,14.67,6,2.32,2,no
2692,MD,51,no,yes,121,47.04,99,17.31,88,11.08,3,2.24,0,no
2693,NM,84,no,yes,102,26.16,117,11.96,101,9.8,5,3.46,1,no
2694,LA,91,no,no,128,32.39,103,17.47,63,5.88,5,3.73,0,no
2695,UT,110,no,no,102,32.74,118,15.21,74,9.66,4,2.54,1,no
2696,DE,121,no,no,74,36.65,98,16.4,103,6.48,4,2.73,5,no
2697,WV,109,no,no,100,30.6,103,19.47,105,6.27,8,2.11,3,no
2698,KY,95,no,no,116,26.74,77,16.79,111,5.77,4,2.27,2,no
2699,NC,72,no,no,88,33.41,129,13.48,118,12.12,3,1.84,0,no
2700,WV,73,no,no,130,40.85,83,13.81,136,10.44,3,3.21,0,no
2701,AZ,108,no,no,126,32.86,85,13.15,98,7.87,6,2.54,3,no
2702,WV,58,no,yes,40,36.02,76,23.32,139,9.47,4,1.46,1,no
2703,WA,76,yes,no,110,41.96,63,17.54,123,9.38,5,3.56,0,yes
2704,ID,103,no,no,151,29.7,56,12.58,109,7.57,3,4.27,6,yes
2705,CT,87,no,no,83,40.8,106,11.4,84,8.51,2,2.51,0,yes
2706,OK,35,no,yes,76,30.8,98,15.1,136,10.26,3,1.35,2,no
2707,IA,88,no,no,67,19.33,127,14.03,142,6.37,3,2.92,1,no
2708,ID,77,no,yes,89,35.89,97,19.0,106,6.68,9,2.62,2,no
2709,SD,30,no,no,107,42.06,76,14.95,90,12.93,2,3.05,0,no
2710,DE,53,no,yes,63,22.3,125,19.33,105,8.05,2,3.46,2,no
2711,WA,152,no,no,84,27.44,88,13.91,121,6.89,5,3.19,1,no
2712,MN,59,no,yes,120,36.02,136,17.25,95,9.61,5,2.38,1,no
2713,WA,143,no,no,120,27.27,104,24.3,85,8.21,4,1.86,3,no
2714,PA,142,no,yes,101,39.22,88,21.83,92,11.88,3,1.73,1,no
2715,ID,105,no,no,96,39.54,117,21.54,101,6.93,9,2.84,1,no
2716,MS,111,no,no,90,50.1,72,25.04,121,11.7,3,2.92,1,yes
2717,WA,143,no,no,107,22.68,117,19.03,85,8.12,13,2.75,1,no
2718,DC,93,no,yes,123,52.05,83,16.12,107,10.81,2,3.16,0,no
2719,KY,79,no,no,135,40.26,87,15.84,112,5.71,5,2.81,2,no
2720,TN,93,yes,no,114,28.63,127,23.46,48,8.83,3,3.08,1,no
2721,ID,103,no,no,134,12.05,112,11.43,164,7.6,6,3.24,2,no
2722,WI,93,no,no,141,25.86,107,18.32,111,11.81,7,3.24,1,no
2723,OK,149,yes,no,79,30.75,83,16.57,109,8.9,9,2.38,3,no
2724,WV,23,no,yes,84,26.62,96,13.73,107,13.26,6,2.54,1,no
2725,SD,221,no,yes,85,30.69,92,19.05,103,9.26,3,0.65,0,no
2726,KS,164,no,yes,100,40.6,121,19.55,66,9.28,8,3.56,1,no
2727,NC,104,no,yes,66,30.96,65,18.16,108,8.69,9,3.62,2,no
2728,NY,150,no,yes,72,23.73,170,28.29,105,9.62,2,2.38,2,no
2729,WI,184,no,yes,76,34.05,105,21.56,93,6.72,5,2.75,0,no
2730,SC,88,no,no,94,26.1,118,21.39,99,8.2,6,2.3,1,no
2731,UT,61,yes,yes,119,21.79,83,14.59,114,11.29,6,3.16,3,no
2732,NC,110,no,no,145,27.12,101,17.2,96,11.52,2,4.51,2,no
2733,IN,115,no,no,101,38.49,60,23.53,82,9.6,4,3.32,3,yes
2734,AR,33,no,no,81,42.82,96,16.54,87,9.5,3,2.27,2,no
2735,ME,100,no,no,117,44.97,111,16.49,111,11.82,4,2.03,2,yes
2736,NY,209,no,no,105,26.13,87,16.03,95,9.04,2,2.89,0,no
2737,OR,27,no,no,81,39.46,101,17.92,87,7.44,6,4.05,5,no
2738,IL,117,no,no,86,34.32,96,18.05,98,7.96,10,2.11,1,no
2739,MA,87,no,no,79,31.77,105,15.52,90,6.44,14,1.13,1,no
2740,CT,129,no,yes,89,33.42,95,15.35,83,11.03,5,1.78,1,no
2741,WI,142,no,no,102,39.46,110,14.3,120,8.88,3,2.67,1,no
2742,OK,112,no,no,79,28.22,100,6.34,74,11.16,7,1.7,0,no
2743,DE,75,no,yes,96,34.1,111,13.95,153,7.63,5,0.68,1,no
2744,AZ,97,no,yes,101,23.97,85,18.02,138,7.88,2,1.32,3,no
2745,AK,121,no,yes,95,41.65,66,18.44,125,5.06,8,2.03,0,no
2746,MI,142,yes,no,140,23.94,119,19.43,88,6.88,7,2.94,1,no
2747,WA,121,no,no,93,43.37,97,22.69,118,8.9,3,2.38,3,yes
2748,SD,87,no,yes,99,21.25,81,20.0,95,9.69,7,2.75,2,no
2749,SD,34,no,no,65,30.7,99,23.83,105,13.16,3,1.35,1,no
2750,AK,177,yes,no,118,42.28,73,14.65,87,8.64,2,3.05,1,yes
2751,MA,58,no,yes,111,30.28,109,20.12,118,11.88,2,2.27,0,no
2752,AR,113,yes,no,112,20.77,94,11.19,106,7.63,9,2.78,5,yes
2753,KS,101,no,no,87,39.32,88,19.1,69,9.66,7,1.94,1,no
2754,OR,89,no,no,101,18.9,94,10.38,85,8.14,2,3.4,3,no
2755,NC,77,yes,yes,117,17.54,86,20.09,101,9.16,2,3.21,0,yes
2756,OK,146,no,no,104,23.53,122,13.51,73,2.13,9,1.05,4,yes
2757,NJ,93,no,no,85,24.87,95,18.41,82,10.49,3,3.11,0,no
2758,NM,55,no,no,103,22.44,114,23.77,74,8.1,4,3.65,0,no
2759,OH,88,no,no,105,46.68,121,13.69,123,8.75,4,2.48,2,no
2760,MI,63,no,no,87,31.5,87,19.15,93,8.74,3,3.16,0,no
2761,KS,127,no,yes,69,26.32,105,15.06,102,9.34,4,2.43,1,no
2762,IL,57,no,yes,105,30.46,83,24.07,77,10.26,5,3.97,1,no
2763,RI,138,yes,no,61,48.65,60,15.91,114,6.58,4,2.97,2,yes
2764,NY,171,no,no,110,23.38,109,16.84,131,13.17,5,3.59,2,no
2765,WY,148,no,no,115,41.31,91,16.3,93,5.3,5,3.62,2,no
2766,NC,127,no,no,79,22.93,114,18.83,118,5.12,2,4.05,1,no
2767,OR,61,no,no,76,39.81,108,18.42,122,5.88,2,3.75,1,no
2768,VT,131,no,no,73,29.77,116,14.61,94,5.9,6,1.97,1,no
2769,SD,88,no,no,107,24.17,84,22.3,99,6.26,5,2.73,1,no
2770,RI,89,no,yes,98,16.63,67,17.61,126,9.65,2,1.59,0,no
2771,ID,82,no,no,83,45.37,74,19.52,99,11.33,6,2.97,3,yes
2772,OK,138,no,yes,139,26.38,79,22.81,71,8.39,4,2.62,3,no
2773,MN,115,no,no,92,34.03,107,20.82,96,8.59,3,2.38,1,no
2774,WV,117,yes,no,121,33.73,104,21.21,115,7.33,5,2.84,1,no
2775,NH,60,no,no,67,30.65,68,17.68,101,8.15,6,3.46,2,no
2776,WI,62,no,no,84,14.67,99,20.29,79,10.73,1,3.38,2,no
2777,MD,133,no,no,141,50.15,101,19.01,109,10.32,4,3.48,2,yes
2778,IN,131,no,no,108,40.95,91,14.23,109,14.5,8,3.97,3,no
2779,IN,65,no,no,109,35.31,117,18.49,111,5.65,5,2.16,1,no
2780,NY,120,no,yes,115,21.85,91,13.91,121,10.93,0,0.0,1,no
2781,OR,142,no,yes,114,38.15,106,12.41,98,10.86,2,2.38,1,no
2782,OK,134,no,no,115,28.03,96,10.75,125,10.73,9,2.7,2,no
2783,WI,87,no,no,97,40.46,97,13.98,132,12.71,6,2.86,2,no
2784,NJ,139,no,yes,85,39.27,82,18.9,105,6.66,5,2.24,2,no
2785,AR,76,no,no,140,18.24,133,20.25,116,12.23,3,2.7,4,yes
2786,UT,100,no,no,122,31.45,92,15.51,92,12.37,8,1.38,1,no
2787,DC,99,no,yes,71,41.5,58,17.29,115,10.53,4,2.08,3,no
2788,AZ,48,no,yes,109,23.99,94,19.1,122,7.84,2,3.56,1,no
2789,KS,57,no,no,117,26.88,149,9.79,92,8.21,7,3.19,0,no
2790,KS,170,no,yes,119,33.92,90,11.48,49,8.31,3,2.94,4,yes
2791,SC,78,no,no,105,18.62,90,24.32,113,11.14,9,1.32,1,no
2792,CA,127,no,no,128,18.34,77,15.9,95,9.83,0,0.0,0,no
2793,MI,119,yes,yes,119,29.26,133,19.01,94,6.75,20,3.75,1,yes
2794,RI,95,no,no,133,27.2,98,18.3,87,8.5,4,2.46,0,no
2795,TN,110,no,no,88,38.71,96,14.45,57,5.79,5,3.16,1,no
2796,CT,74,no,no,77,34.65,111,17.43,109,6.97,2,2.43,1,no
2797,ME,148,no,yes,84,41.09,84,14.09,80,7.23,3,3.05,1,no
2798,MD,83,no,no,70,13.28,115,20.34,112,6.5,4,3.32,1,no
2799,NC,73,no,no,95,31.93,143,12.68,113,9.06,4,2.97,2,no
2800,SC,111,no,yes,94,21.61,116,19.41,108,7.5,3,1.92,1,no
2801,CA,84,no,no,113,47.6,90,17.19,103,7.06,4,2.81,0,yes
2802,LA,75,yes,no,78,26.04,99,17.92,100,6.91,3,2.11,1,no
2803,WI,114,no,yes,88,23.31,125,13.23,94,11.14,7,3.11,2,no
2804,IL,71,yes,no,114,31.64,140,16.88,80,9.29,5,3.73,4,yes
2805,IN,58,no,yes,127,38.1,85,20.3,86,7.84,7,3.11,2,no
2806,AL,106,no,yes,131,14.21,131,17.33,73,10.33,3,2.19,1,no
2807,OK,172,no,no,109,34.66,123,19.89,65,7.23,4,4.81,4,no
2808,IA,45,no,no,87,35.92,97,14.08,72,11.97,6,3.59,1,no
2809,VT,100,yes,no,112,37.3,102,19.18,95,11.49,4,3.24,4,no
2810,NY,94,no,no,91,32.37,107,7.82,108,10.12,17,3.67,2,no
2811,LA,128,no,no,94,25.11,83,24.08,124,8.47,5,1.86,2,no
2812,SC,181,no,no,130,39.08,93,12.27,110,11.81,4,3.83,2,no
2813,ID,127,no,no,128,17.48,95,12.21,97,8.61,5,2.7,1,no
2814,MO,89,no,no,81,30.38,74,19.86,120,5.94,4,2.46,1,no
2815,ME,149,no,yes,106,25.25,106,9.73,98,8.02,4,1.76,0,no
2816,MS,103,no,yes,111,27.9,96,18.62,108,9.91,9,3.32,0,no
2817,SD,163,yes,no,90,33.52,113,16.02,94,9.5,8,2.11,1,no
2818,GA,122,yes,no,101,23.8,77,16.69,133,5.4,4,2.62,4,yes
2819,VT,60,no,no,118,32.96,110,7.23,134,9.45,8,3.56,3,no
2820,MD,62,no,no,105,54.59,122,22.57,72,8.12,2,3.11,4,yes
2821,IN,117,no,no,126,20.13,97,21.19,56,10.22,3,3.67,5,yes
2822,WV,159,no,no,114,28.87,105,16.8,82,8.72,4,3.13,1,no
2823,OH,78,no,no,99,32.88,88,9.94,109,10.95,4,2.51,2,no
2824,OH,96,no,no,128,18.12,87,24.21,92,8.05,7,4.02,1,no
2825,SC,79,no,no,98,22.9,68,16.12,128,9.96,5,3.19,2,no
2826,AZ,192,no,yes,77,26.55,126,18.32,83,12.56,6,2.67,2,no
2827,WV,68,no,no,57,39.29,55,13.04,123,8.61,4,2.59,3,no
2828,RI,28,no,no,109,30.74,58,24.55,91,8.64,6,3.81,2,no
2829,CT,184,yes,no,105,36.35,84,13.57,137,6.26,10,1.35,2,no
2830,TN,74,no,yes,113,39.85,82,22.6,77,10.86,4,3.7,0,no
2831,MT,137,no,no,86,38.01,139,20.81,81,4.24,7,2.57,0,no
2832,OH,103,no,yes,95,50.1,105,20.17,127,13.51,6,3.7,1,no
2833,NM,99,no,no,123,36.86,88,10.74,82,9.93,2,4.24,1,no
2834,SC,108,no,no,78,33.56,101,10.54,107,9.2,4,2.08,2,no
2835,IA,117,no,no,85,38.51,68,12.04,90,10.04,5,1.86,1,no
2836,ND,63,no,yes,124,37.21,125,18.22,120,11.71,3,3.48,1,no
2837,MO,138,no,no,117,15.15,46,10.78,71,8.57,4,2.67,2,no
2838,TX,128,no,yes,100,30.23,89,12.52,92,8.74,1,3.21,0,no
2839,TX,140,no,no,109,15.84,116,16.8,94,9.89,2,2.84,1,no
2840,ME,102,no,no,86,38.78,97,13.26,124,10.26,9,2.86,1,no
2841,MN,96,no,no,93,35.38,107,16.08,90,12.58,2,2.0,1,no
2842,KS,178,no,yes,66,19.18,100,19.77,119,8.77,3,3.86,1,no
2843,MN,75,no,no,124,38.3,81,19.38,106,11.44,3,3.16,1,no
2844,NC,106,no,yes,105,28.8,108,20.44,114,7.17,5,3.75,4,no
2845,HI,158,no,no,121,32.86,97,17.69,99,10.26,9,1.92,1,no
2846,CO,102,no,no,88,16.25,106,14.25,95,7.98,2,2.65,3,no
2847,TN,92,no,yes,99,13.57,120,26.66,104,6.1,8,2.51,2,no
2848,OH,69,no,no,111,38.96,104,14.05,80,10.58,5,1.4,1,no
2849,OR,117,no,yes,94,44.08,71,20.88,125,12.12,1,2.48,3,no
2850,NE,76,no,yes,110,36.14,97,14.68,78,8.38,5,2.73,0,no
2851,ID,72,yes,no,110,17.17,70,20.4,105,15.01,6,3.0,0,no
2852,WY,115,yes,yes,125,23.82,100,13.42,96,11.22,3,2.73,1,no
2853,MD,68,no,no,106,25.57,131,16.92,103,4.94,3,3.32,3,no
2854,AZ,97,no,no,74,17.14,88,19.87,79,9.39,3,3.4,2,no
2855,IA,92,no,no,131,23.48,128,14.93,119,8.67,3,2.7,3,no
2856,KS,90,no,yes,104,32.52,109,21.85,89,8.0,1,2.97,1,no
2857,MS,72,no,no,76,28.61,126,18.05,132,9.01,3,3.24,2,no
2858,CA,73,no,no,113,23.39,75,15.27,71,7.78,2,2.89,1,yes
2859,OH,54,no,no,122,43.42,87,1.9,72,6.87,6,3.0,0,no
2860,NE,161,no,no,125,28.25,78,23.75,85,8.15,6,3.62,1,no
2861,CA,125,yes,no,112,26.98,126,13.23,110,11.07,1,2.24,2,yes
2862,OR,194,no,no,76,43.91,88,26.01,106,10.88,4,3.67,1,yes
2863,MT,69,no,yes,106,13.09,94,13.74,82,8.49,6,3.38,1,no
2864,WI,141,no,yes,127,28.63,106,15.73,78,9.9,4,2.97,2,no
2865,SD,98,no,no,65,52.22,97,11.78,99,17.17,4,2.75,2,yes
2866,OH,110,no,no,91,29.85,127,20.1,114,8.77,8,2.57,0,no
2867,ME,70,no,no,48,28.75,62,18.68,105,8.71,8,2.89,3,no
2868,NM,72,no,no,111,32.42,103,20.54,95,12.51,3,1.19,1,no
2869,WV,66,no,no,120,40.73,110,19.58,82,6.89,3,2.32,1,no
2870,MN,79,no,no,112,20.62,107,24.04,83,5.54,4,2.0,1,no
2871,MI,61,no,no,102,35.43,96,27.72,73,9.09,8,2.73,1,yes
2872,CO,97,yes,no,131,39.2,136,22.21,96,7.07,4,1.84,0,no
2873,HI,63,no,no,95,19.13,67,17.95,96,10.24,8,3.0,0,no
2874,VT,105,no,no,93,28.51,103,19.9,121,7.64,5,1.86,3,no
2875,OR,159,no,no,103,30.62,148,16.44,109,11.3,5,3.62,0,no
2876,NM,83,no,no,81,22.03,117,16.12,118,9.86,4,2.65,2,no
2877,SD,93,no,no,108,36.64,70,19.63,134,6.48,4,3.56,0,no
2878,UT,98,no,no,65,36.02,95,19.09,81,10.49,3,2.67,2,no
2879,NJ,163,no,no,95,13.94,103,10.64,107,7.71,4,2.16,1,no
2880,MA,169,no,yes,103,25.35,91,17.61,92,11.94,7,3.08,2,no
2881,NV,111,no,no,56,51.78,101,13.4,116,8.47,1,3.35,1,yes
2882,TN,163,no,no,118,47.21,91,9.8,90,7.66,8,2.81,0,no
2883,LA,85,no,no,57,35.55,111,9.41,113,5.1,4,3.46,1,no
2884,FL,190,no,no,95,33.34,88,19.41,95,10.96,3,2.05,3,no
2885,FL,39,no,no,99,20.67,99,22.75,88,4.49,2,1.92,1,no
2886,SC,84,no,no,132,34.7,117,13.97,123,7.43,0,0.0,1,no
2887,ID,71,no,no,114,36.06,91,20.05,135,9.35,5,3.05,4,no
2888,WY,114,no,no,86,30.31,99,15.0,83,8.42,2,3.73,1,no
2889,NE,135,no,no,92,30.91,63,13.57,78,10.46,6,1.89,0,no
2890,CO,93,no,no,104,20.5,95,17.47,107,8.21,6,2.59,2,no
2891,VA,82,no,no,112,29.31,89,11.19,78,8.23,9,2.38,1,no
2892,WV,64,no,no,110,27.3,97,14.61,56,4.73,2,1.97,0,yes
2893,AZ,76,no,yes,100,16.73,119,15.94,68,7.97,3,4.08,1,no
2894,KS,112,no,no,126,18.53,106,18.08,92,9.37,3,2.13,1,no
2895,SD,137,no,no,119,24.57,89,14.22,76,7.88,4,1.65,5,yes
2896,ID,140,no,no,82,32.83,107,22.13,93,10.86,5,3.59,2,no
2897,TX,106,no,no,96,31.08,93,16.46,113,9.88,2,2.08,2,no
2898,SD,166,no,yes,86,25.23,119,14.5,124,9.07,12,3.05,1,no
2899,TN,137,no,no,107,12.89,98,21.84,118,9.2,3,2.84,2,no
2900,TN,161,no,no,90,33.66,102,15.84,90,9.86,2,2.51,1,no
2901,DE,120,no,no,95,43.04,86,17.92,81,11.43,4,2.57,5,yes
2902,TN,187,no,yes,64,33.98,110,11.44,78,9.47,6,3.16,3,no
2903,OR,102,no,yes,105,31.88,88,23.15,91,9.74,2,3.16,2,no
2904,IA,82,no,no,111,31.21,88,25.8,115,8.54,6,2.78,0,no
2905,MI,100,no,yes,95,14.64,126,16.14,113,9.06,4,3.16,0,no
2906,AR,45,no,no,83,21.56,100,13.41,97,7.12,4,2.97,3,no
2907,TN,114,no,no,95,18.41,104,14.31,109,6.89,2,2.46,1,no
2908,WV,43,yes,no,92,27.29,121,20.04,95,5.03,5,3.73,1,yes
2909,IL,103,no,no,81,25.04,88,13.46,103,8.72,3,2.97,2,no
2910,DE,57,no,no,91,28.07,56,20.47,100,12.47,3,2.57,2,no
2911,NC,52,no,yes,88,20.77,100,11.82,141,6.39,10,1.54,3,no
2912,IA,74,no,no,102,26.57,118,23.21,113,9.71,4,2.43,3,no
2913,AL,74,no,yes,109,47.21,114,22.95,82,7.44,2,2.81,1,no
2914,HI,40,yes,yes,117,25.06,110,22.34,97,9.09,5,2.94,0,no
2915,PA,83,no,no,113,38.83,103,13.88,114,11.16,6,2.11,1,no
2916,RI,102,no,no,133,31.38,94,14.18,105,10.13,8,1.84,1,no
2917,DC,79,no,yes,95,37.23,95,20.56,102,9.15,5,1.51,4,no
2918,TN,110,no,no,100,37.55,76,23.77,107,10.79,9,3.65,1,yes
2919,AL,69,no,yes,104,32.03,128,27.25,120,7.28,7,2.62,1,no
2920,IN,56,no,no,83,43.32,98,16.49,118,8.38,2,3.65,4,no
2921,UT,133,no,no,86,57.53,97,19.94,139,11.92,4,4.0,3,yes
2922,VA,131,no,no,114,24.33,119,11.74,100,8.97,3,2.4,3,no
2923,CT,60,no,yes,113,20.11,97,21.57,78,7.78,4,2.54,1,no
2924,PA,92,no,no,111,31.6,93,18.43,58,10.4,2,2.3,1,no
2925,MI,52,no,no,100,37.23,110,12.66,129,6.83,8,3.21,3,no
2926,NC,135,no,yes,90,30.62,65,12.96,85,11.62,9,3.43,1,no
2927,GA,107,no,no,119,19.53,91,20.37,112,7.44,5,3.4,2,no
2928,PA,110,no,no,97,26.96,123,17.37,123,8.21,3,3.05,2,no
2929,DE,109,yes,yes,147,41.51,65,16.97,109,6.5,3,4.16,2,yes
2930,NY,90,no,no,58,30.6,88,19.5,110,7.3,9,3.56,1,no
2931,NE,115,no,no,104,23.02,91,11.8,92,9.38,3,1.46,1,no
2932,ME,73,no,no,112,46.31,91,21.44,112,11.49,5,2.94,1,yes
2933,NJ,127,no,no,95,44.69,126,14.95,101,9.09,5,2.03,1,no
2934,DE,79,no,no,124,11.34,91,17.34,110,11.46,2,4.08,1,no
2935,CT,133,no,no,72,40.94,62,17.23,76,9.58,5,2.08,1,no
2936,KY,47,no,yes,90,26.91,71,18.12,132,5.54,2,3.78,2,no
2937,CO,53,no,yes,87,34.29,97,21.39,95,13.38,5,2.13,0,no
2938,NH,148,no,no,102,28.7,125,21.09,96,11.28,4,2.86,1,no
2939,MA,72,no,no,98,24.12,63,15.99,49,5.18,5,3.24,2,no
